Record Length,9216,,Source,CH1,CH2
Sample Interval,0.0000000006510,,Second,Volt,Volt
Vertical Units,CH1:V CH2:V,,-0.00000460800,3.84000,0.31200
Vertical Scale,CH1:2.00 CH2:0.20,,-0.00000460700,3.92000,0.31200
Vertical Offset,CH1:0.00 CH2:-0.01600,,-0.00000460600,3.84000,0.31200
Horizontal Units,s,,-0.00000460500,3.92000,0.31200
Horizontal Scale,0.0000005000,,-0.00000460400,3.84000,0.31200
Model Number,WaveAce202,,-0.00000460300,3.92000,0.31200
Serial Number,LCRY2104C00378,,-0.00000460200,3.84000,0.31200
Software Version,2.06.02.11,,-0.00000460100,3.92000,0.31200
,,,-0.00000460000,3.92000,0.32800
,,,-0.00000459900,3.84000,0.32800
,,,-0.00000459800,3.92000,0.32000
,,,-0.00000459700,3.92000,0.31200
,,,-0.00000459600,3.92000,0.31200
,,,-0.00000459500,3.92000,0.30400
,,,-0.00000459400,3.84000,0.31200
,,,-0.00000459300,3.84000,0.31200
,,,-0.00000459200,3.92000,0.31200
,,,-0.00000459100,3.92000,0.31200
,,,-0.00000459000,3.92000,0.31200
,,,-0.00000458900,3.92000,0.31200
,,,-0.00000458800,3.92000,0.31200
,,,-0.00000458700,3.92000,0.31200
,,,-0.00000458600,3.92000,0.32000
,,,-0.00000458500,3.92000,0.32800
,,,-0.00000458400,3.92000,0.32800
,,,-0.00000458300,3.92000,0.32800
,,,-0.00000458200,3.92000,0.33600
,,,-0.00000458100,3.92000,0.32800
,,,-0.00000458000,3.92000,0.33600
,,,-0.00000457900,4.00000,0.33600
,,,-0.00000457800,3.92000,0.33600
,,,-0.00000457700,4.00000,0.32800
,,,-0.00000457600,3.92000,0.32800
,,,-0.00000457500,3.92000,0.32000
,,,-0.00000457400,3.92000,0.32000
,,,-0.00000457300,4.00000,0.31200
,,,-0.00000457200,3.92000,0.31200
,,,-0.00000457100,4.00000,0.32000
,,,-0.00000457000,4.00000,0.32000
,,,-0.00000456900,4.00000,0.32000
,,,-0.00000456800,4.00000,0.32000
,,,-0.00000456700,4.00000,0.32800
,,,-0.00000456600,3.92000,0.32800
,,,-0.00000456500,4.00000,0.33600
,,,-0.00000456400,4.00000,0.33600
,,,-0.00000456300,4.00000,0.32800
,,,-0.00000456200,4.00000,0.32800
,,,-0.00000456100,4.00000,0.33600
,,,-0.00000456000,4.00000,0.34400
,,,-0.00000455900,4.00000,0.34400
,,,-0.00000455800,4.00000,0.33600
,,,-0.00000455700,4.00000,0.32000
,,,-0.00000455600,4.00000,0.32800
,,,-0.00000455500,4.08000,0.32800
,,,-0.00000455400,4.00000,0.32800
,,,-0.00000455300,4.08000,0.32000
,,,-0.00000455200,4.08000,0.32800
,,,-0.00000455100,4.08000,0.32800
,,,-0.00000455000,4.00000,0.32800
,,,-0.00000454900,4.08000,0.32800
,,,-0.00000454800,4.00000,0.33600
,,,-0.00000454700,4.08000,0.32800
,,,-0.00000454600,4.08000,0.33600
,,,-0.00000454500,4.08000,0.34400
